tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-01-02,DKI1 (Bunderan HI),27,46,27,7,47,7,47,O3,BAIK
2021-01-03,DKI1 (Bunderan HI),44,58,25,7,40,13,58,PM25,SEDANG
2021-01-04,DKI1 (Bunderan HI),30,48,24,4,32,7,48,PM25,BAIK
2021-01-05,DKI1 (Bunderan HI),38,53,24,6,31,9,53,PM25,SEDANG
2021-01-06,DKI1 (Bunderan HI),41,58,23,13,46,13,58,PM25,SEDANG
2021-01-07,DKI1 (Bunderan HI),35,47,22,6,39,10,47,PM25,BAIK
2021-01-08,DKI1 (Bunderan HI),37,54,26,16,17,10,54,PM25,SEDANG
2021-01-09,DKI1 (Bunderan HI),47,61,16,27,22,12,61,PM25,SEDANG
2021-01-10,DKI1 (Bunderan HI),23,25,16,11,33,8,33,O3,BAIK
2021-01-11,DKI1 (Bunderan HI),38,54,17,14,27,10,54,PM25,SEDANG
2021-01-12,DKI1 (Bunderan HI),29,50,20,12,26,15,50,PM25,BAIK
2021-01-13,DKI1 (Bunderan HI),34,44,17,13,20,9,44,PM25,BAIK
2021-01-14,DKI1 (Bunderan HI),36,57,15,15,26,13,57,PM25,SEDANG
2021-01-15,DKI1 (Bunderan HI),42,62,14,15,32,12,62,PM25,SEDANG
2021-01-16,DKI1 (Bunderan HI),52,73,15,17,25,14,73,PM25,SEDANG
2021-01-17,DKI1 (Bunderan HI),52,71,17,15,26,14,71,PM25,SEDANG
2021-01-18,DKI1 (Bunderan HI),40,52,16,11,26,12,52,PM25,SEDANG
2021-01-19,DKI1 (Bunderan HI),31,41,13,12,25,12,41,PM25,BAIK
2021-01-20,DKI1 (Bunderan HI),35,34,12,12,22,13,35,PM10,BAIK
2021-01-21,DKI1 (Bunderan HI),43,51,13,14,28,15,51,PM25,SEDANG
2021-01-22,DKI1 (Bunderan HI),49,63,14,14,28,15,63,PM25,SEDANG
2021-01-23,DKI1 (Bunderan HI),72,108,14,43,44,20,108,PM25,TIDAK SEHAT
2021-01-24,DKI1 (Bunderan HI),33,48,12,14,23,10,48,PM25,BAIK
2021-01-25,DKI1 (Bunderan HI),56,82,13,29,62,15,82,PM25,SEDANG
2021-01-26,DKI1 (Bunderan HI),52,70,14,19,28,13,70,PM25,SEDANG
2021-01-27,DKI1 (Bunderan HI),20,20,13,10,19,8,20,PM10,BAIK
2021-01-28,DKI1 (Bunderan HI),27,41,14,18,17,11,41,PM25,BAIK
2021-01-29,DKI1 (Bunderan HI),30,53,16,17,24,11,53,PM25,SEDANG
2021-01-30,DKI1 (Bunderan HI),27,37,13,16,24,12,37,PM25,BAIK
2021-01-31,DKI1 (Bunderan HI),36,51,13,16,26,10,51,PM25,SEDANG
2021-01-01,DKI2 (Kelapa Gading),38,58,2,11,65,6,65,O3,SEDANG
2021-01-02,DKI2 (Kelapa Gading),29,46,---,12,80,12,80,O3,SEDANG
2021-01-03,DKI2 (Kelapa Gading),37,59,---,10,86,13,86,O3,SEDANG
2021-01-04,DKI2 (Kelapa Gading),30,49,---,9,77,7,77,O3,SEDANG
2021-01-05,DKI2 (Kelapa Gading),35,52,---,8,77,7,77,O3,SEDANG
2021-01-06,DKI2 (Kelapa Gading),48,60,---,12,85,14,85,O3,SEDANG
2021-01-07,DKI2 (Kelapa Gading),35,50,---,9,72,15,72,O3,SEDANG
2021-01-08,DKI2 (Kelapa Gading),38,55,---,11,71,9,71,O3,SEDANG
2021-01-09,DKI2 (Kelapa Gading),51,67,12,27,80,12,80,O3,SEDANG
2021-01-10,DKI2 (Kelapa Gading),24,39,13,10,59,14,59,O3,SEDANG
2021-01-11,DKI2 (Kelapa Gading),35,54,13,12,68,13,68,O3,SEDANG
2021-01-12,DKI2 (Kelapa Gading),27,51,15,7,77,15,77,O3,SEDANG
2021-01-13,DKI2 (Kelapa Gading),33,44,13,10,68,7,68,O3,SEDANG
2021-01-14,DKI2 (Kelapa Gading),28,49,11,6,65,11,65,O3,SEDANG
2021-01-15,DKI2 (Kelapa Gading),42,60,11,14,65,12,65,O3,SEDANG
2021-01-16,DKI2 (Kelapa Gading),49,71,13,10,67,9,71,PM25,SEDANG
2021-01-17,DKI2 (Kelapa Gading),55,75,16,10,93,10,93,O3,SEDANG
2021-01-18,DKI2 (Kelapa Gading),35,49,13,5,78,9,78,O3,SEDANG
2021-01-19,DKI2 (Kelapa Gading),31,42,11,6,58,9,58,O3,SEDANG
2021-01-20,DKI2 (Kelapa Gading),42,45,11,6,72,6,72,O3,SEDANG
2021-01-21,DKI2 (Kelapa Gading),46,44,12,9,67,13,67,O3,SEDANG
2021-01-22,DKI2 (Kelapa Gading),51,60,12,8,67,16,67,O3,SEDANG
2021-01-23,DKI2 (Kelapa Gading),73,108,14,43,104,19,108,PM25,TIDAK SEHAT
2021-01-24,DKI2 (Kelapa Gading),51,59,12,9,75,7,75,O3,SEDANG
2021-01-25,DKI2 (Kelapa Gading),62,86,14,26,134,14,134,O3,TIDAK SEHAT
2021-01-26,DKI2 (Kelapa Gading),54,76,26,14,71,12,76,PM25,SEDANG
2021-01-27,DKI2 (Kelapa Gading),21,29,25,7,63,5,63,O3,SEDANG
2021-01-28,DKI2 (Kelapa Gading),28,49,25,10,53,7,53,O3,SEDANG
2021-01-29,DKI2 (Kelapa Gading),28,49,26,7,65,9,65,O3,SEDANG
2021-01-30,DKI2 (Kelapa Gading),27,39,25,10,64,8,64,O3,SEDANG
2021-01-31,DKI2 (Kelapa Gading),38,55,24,11,68,7,68,O3,SEDANG
2021-01-01,DKI3 (Jagakarsa),43,56,15,10,33,5,56,PM25,SEDANG
2021-01-02,DKI3 (Jagakarsa),58,86,15,22,38,5,86,PM25,SEDANG
2021-01-03,DKI3 (Jagakarsa),64,93,14,20,35,5,93,PM25,SEDANG
2021-01-04,DKI3 (Jagakarsa),50,67,13,15,17,4,67,PM25,SEDANG
2021-01-05,DKI3 (Jagakarsa),59,89,15,19,42,7,89,PM25,SEDANG
2021-01-06,DKI3 (Jagakarsa),52,81,18,28,52,11,81,PM25,SEDANG
2021-01-07,DKI3 (Jagakarsa),22,52,16,12,44,5,52,PM25,SEDANG
2021-01-08,DKI3 (Jagakarsa),26,68,21,22,40,9,68,PM25,SEDANG
2021-01-09,DKI3 (Jagakarsa),25,77,17,32,31,8,77,PM25,SEDANG
2021-01-10,DKI3 (Jagakarsa),15,33,16,7,23,4,33,PM25,BAIK
2021-01-11,DKI3 (Jagakarsa),---,72,17,15,56,4,72,PM25,SEDANG
2021-01-12,DKI3 (Jagakarsa),---,58,18,9,37,4,58,PM25,SEDANG
2021-01-13,DKI3 (Jagakarsa),26,47,16,6,39,3,47,PM25,BAIK
2021-01-14,DKI3 (Jagakarsa),29,78,20,14,40,8,78,PM25,SEDANG
2021-01-15,DKI3 (Jagakarsa),24,82,19,16,64,6,82,PM25,SEDANG
2021-01-16,DKI3 (Jagakarsa),70,92,19,16,60,7,92,PM25,SEDANG
2021-01-17,DKI3 (Jagakarsa),58,86,22,11,43,9,86,PM25,SEDANG
2021-01-18,DKI3 (Jagakarsa),51,64,21,7,38,5,64,PM25,SEDANG
2021-01-19,DKI3 (Jagakarsa),42,56,19,7,37,6,56,PM25,SEDANG
2021-01-20,DKI3 (Jagakarsa),46,---,17,17,41,10,46,PM10,BAIK
2021-01-21,DKI3 (Jagakarsa),52,---,18,19,44,9,52,PM10,SEDANG
2021-01-22,DKI3 (Jagakarsa),84,112,20,33,57,10,112,PM25,TIDAK SEHAT
2021-01-23,DKI3 (Jagakarsa),89,126,19,42,64,13,126,PM25,TIDAK SEHAT
2021-01-24,DKI3 (Jagakarsa),64,90,19,31,34,10,90,PM25,SEDANG
2021-01-25,DKI3 (Jagakarsa),60,95,18,23,67,8,95,PM25,SEDANG
2021-01-26,DKI3 (Jagakarsa),54,79,18,15,50,7,79,PM25,SEDANG
2021-01-27,DKI3 (Jagakarsa),33,37,17,5,30,4,37,PM25,BAIK
2021-01-28,DKI3 (Jagakarsa),26,49,16,9,26,5,49,PM25,BAIK
2021-01-29,DKI3 (Jagakarsa),28,16,17,9,48,4,48,O3,BAIK
2021-01-30,DKI3 (Jagakarsa),46,13,16,10,41,4,46,PM10,BAIK
2021-01-31,DKI3 (Jagakarsa),38,13,17,7,39,---,39,O3,BAIK
2021-01-01,DKI4 (Lubang Buaya),41,,37,14,35,4,41,PM10,BAIK
2021-01-02,DKI4 (Lubang Buaya),44,,38,38,59,3,59,CO,SEDANG
2021-01-03,DKI4 (Lubang Buaya),50,,37,16,52,5,52,CO,SEDANG
2021-01-04,DKI4 (Lubang Buaya),45,,36,16,24,3,45,PM10,BAIK
2021-01-05,DKI4 (Lubang Buaya),52,,36,15,35,8,52,PM10,SEDANG
2021-01-06,DKI4 (Lubang Buaya),73,,32,29,66,6,73,PM10,SEDANG
2021-01-07,DKI4 (Lubang Buaya),36,,30,19,55,5,55,CO,SEDANG
2021-01-08,DKI4 (Lubang Buaya),36,,31,23,51,6,51,CO,SEDANG
2021-01-09,DKI4 (Lubang Buaya),60,,30,34,42,6,60,PM10,SEDANG
2021-01-10,DKI4 (Lubang Buaya),14,,28,9,38,3,38,CO,BAIK
2021-01-11,DKI4 (Lubang Buaya),51,,29,17,57,4,57,CO,SEDANG
2021-01-12,DKI4 (Lubang Buaya),23,,28,11,44,4,44,CO,BAIK
2021-01-13,DKI4 (Lubang Buaya),36,,27,8,32,3,36,PM10,BAIK
2021-01-14,DKI4 (Lubang Buaya),35,,28,13,38,5,38,CO,BAIK
2021-01-15,DKI4 (Lubang Buaya),51,,26,20,56,5,56,CO,SEDANG
2021-01-16,DKI4 (Lubang Buaya),47,,27,18,38,7,47,PM10,BAIK
2021-01-17,DKI4 (Lubang Buaya),52,,28,12,41,8,52,PM10,SEDANG
2021-01-18,DKI4 (Lubang Buaya),34,,28,10,37,4,37,CO,BAIK
2021-01-19,DKI4 (Lubang Buaya),25,,26,12,31,7,31,CO,BAIK
2021-01-20,DKI4 (Lubang Buaya),54,,25,16,33,8,54,PM10,SEDANG
2021-01-21,DKI4 (Lubang Buaya),63,,25,21,38,7,63,PM10,SEDANG
2021-01-22,DKI4 (Lubang Buaya),52,,26,32,54,8,54,CO,SEDANG
2021-01-23,DKI4 (Lubang Buaya),89,,27,47,61,11,89,PM10,SEDANG
2021-01-24,DKI4 (Lubang Buaya),---,,---,---,---,---,0,,TIDAK ADA DATA
2021-01-25,DKI4 (Lubang Buaya),---,,---,---,---,---,0,,TIDAK ADA DATA
2021-01-26,DKI4 (Lubang Buaya),57,,26,34,39,7,57,PM10,SEDANG
2021-01-27,DKI4 (Lubang Buaya),18,,25,7,19,4,25,PM25,BAIK
2021-01-28,DKI4 (Lubang Buaya),23,,25,11,20,5,25,PM25,BAIK
2021-01-29,DKI4 (Lubang Buaya),27,,26,9,36,4,36,CO,BAIK
2021-01-30,DKI4 (Lubang Buaya),21,,26,16,32,6,32,CO,BAIK
2021-01-31,DKI4 (Lubang Buaya),---,,---,17,---,---,17,SO2,BAIK
2021-01-01,DKI5 (Kebon Jeruk) Jakarta Barat,37,,20,12,25,4,37,PM10,BAIK
2021-01-02,DKI5 (Kebon Jeruk) Jakarta Barat,33,,18,20,64,6,64,CO,SEDANG
2021-01-03,DKI5 (Kebon Jeruk) Jakarta Barat,42,,15,10,62,3,62,CO,SEDANG
2021-01-04,DKI5 (Kebon Jeruk) Jakarta Barat,27,,14,7,31,4,31,CO,BAIK
2021-01-05,DKI5 (Kebon Jeruk) Jakarta Barat,41,,15,9,28,---,41,PM10,BAIK
2021-01-06,DKI5 (Kebon Jeruk) Jakarta Barat,33,,12,19,46,---,46,CO,BAIK
2021-01-07,DKI5 (Kebon Jeruk) Jakarta Barat,27,,13,11,36,---,36,CO,BAIK
2021-01-08,DKI5 (Kebon Jeruk) Jakarta Barat,36,,18,19,28,---,36,PM10,BAIK
2021-01-09,DKI5 (Kebon Jeruk) Jakarta Barat,46,,17,26,27,12,46,PM10,BAIK
2021-01-10,DKI5 (Kebon Jeruk) Jakarta Barat,19,,20,8,34,5,34,CO,BAIK
2021-01-11,DKI5 (Kebon Jeruk) Jakarta Barat,33,,21,10,34,9,34,CO,BAIK
2021-01-12,DKI5 (Kebon Jeruk) Jakarta Barat,25,,22,6,38,6,38,CO,BAIK
2021-01-13,DKI5 (Kebon Jeruk) Jakarta Barat,25,,20,5,27,9,27,CO,BAIK
2021-01-14,DKI5 (Kebon Jeruk) Jakarta Barat,32,,17,8,36,7,36,CO,BAIK
2021-01-15,DKI5 (Kebon Jeruk) Jakarta Barat,52,,15,15,41,7,52,PM10,SEDANG
2021-01-16,DKI5 (Kebon Jeruk) Jakarta Barat,---,,18,12,37,8,37,CO,BAIK
2021-01-17,DKI5 (Kebon Jeruk) Jakarta Barat,---,,20,15,32,9,32,CO,BAIK
2021-01-18,DKI5 (Kebon Jeruk) Jakarta Barat,---,,22,8,31,4,31,CO,BAIK
2021-01-19,DKI5 (Kebon Jeruk) Jakarta Barat,29,,14,6,35,5,35,CO,BAIK
2021-01-20,DKI5 (Kebon Jeruk) Jakarta Barat,30,,15,7,33,---,33,CO,BAIK
2021-01-21,DKI5 (Kebon Jeruk) Jakarta Barat,43,,16,15,37,8,43,PM10,BAIK
2021-01-22,DKI5 (Kebon Jeruk) Jakarta Barat,45,,21,13,40,15,45,PM10,BAIK
2021-01-23,DKI5 (Kebon Jeruk) Jakarta Barat,80,,22,44,44,22,80,PM10,SEDANG
2021-01-24,DKI5 (Kebon Jeruk) Jakarta Barat,27,,14,9,29,---,29,CO,BAIK
2021-01-25,DKI5 (Kebon Jeruk) Jakarta Barat,55,,19,29,67,13,67,CO,SEDANG
2021-01-26,DKI5 (Kebon Jeruk) Jakarta Barat,57,,21,23,36,16,57,PM10,SEDANG
2021-01-27,DKI5 (Kebon Jeruk) Jakarta Barat,15,,16,5,20,---,20,CO,BAIK
2021-01-28,DKI5 (Kebon Jeruk) Jakarta Barat,28,,19,11,28,---,28,PM10,BAIK
2021-01-29,DKI5 (Kebon Jeruk) Jakarta Barat,30,,22,10,32,11,32,CO,BAIK
2021-01-30,DKI5 (Kebon Jeruk) Jakarta Barat,24,,17,8,27,10,27,CO,BAIK
2021-01-31,DKI5 (Kebon Jeruk) Jakarta Barat,41,,17,19,29,8,41,PM10,BAIK
2021-03-01,DKI1 (Bunderan HI),37,60,20,12,12,17,60,PM25,SEDANG
2021-03-02,DKI1 (Bunderan HI),38,55,20,15,14,28,55,PM25,SEDANG
2021-03-03,DKI1 (Bunderan HI),49,67,19,21,17,35,67,PM25,SEDANG
2021-03-04,DKI1 (Bunderan HI),51,75,22,18,19,31,75,PM25,SEDANG
2021-03-05,DKI1 (Bunderan HI),52,69,20,16,16,30,69,PM25,SEDANG
2021-03-06,DKI1 (Bunderan HI),51,73,20,22,15,37,73,PM25,SEDANG
2021-03-07,DKI1 (Bunderan HI),57,88,23,23,19,31,88,PM25,SEDANG
2021-03-08,DKI1 (Bunderan HI),47,63,21,16,11,19,63,PM25,SEDANG
2021-03-09,DKI1 (Bunderan HI),36,50,23,15,10,22,50,PM25,BAIK
2021-03-10,DKI1 (Bunderan HI),45,65,20,20,14,27,65,PM25,SEDANG
2021-03-11,DKI1 (Bunderan HI),27,35,19,9,15,21,35,PM25,BAIK
2021-03-12,DKI1 (Bunderan HI),44,58,24,12,13,25,58,PM25,SEDANG
2021-03-13,DKI1 (Bunderan HI),37,62,27,13,13,25,62,PM25,SEDANG
2021-03-14,DKI1 (Bunderan HI),39,60,23,14,10,19,60,PM25,SEDANG
2021-03-15,DKI1 (Bunderan HI),45,70,29,18,13,34,70,PM25,SEDANG
2021-03-16,DKI1 (Bunderan HI),55,80,32,13,21,36,80,PM25,SEDANG
2021-03-17,DKI1 (Bunderan HI),59,93,25,19,20,45,93,PM25,SEDANG
2021-03-18,DKI1 (Bunderan HI),64,102,30,15,25,40,102,PM25,TIDAK SEHAT
2021-03-19,DKI1 (Bunderan HI),60,88,29,14,24,35,88,PM25,SEDANG
2021-03-20,DKI1 (Bunderan HI),55,80,28,16,19,31,80,PM25,SEDANG
2021-03-21,DKI1 (Bunderan HI),43,55,21,11,18,17,55,PM25,SEDANG
2021-03-22,DKI1 (Bunderan HI),38,61,21,13,14,18,61,PM25,SEDANG
2021-03-23,DKI1 (Bunderan HI),37,54,23,11,12,16,54,PM25,SEDANG
2021-03-24,DKI1 (Bunderan HI),32,53,21,10,9,15,53,PM25,SEDANG
2021-03-25,DKI1 (Bunderan HI),25,47,22,9,14,17,47,PM25,BAIK
2021-03-26,DKI1 (Bunderan HI),50,69,23,19,19,28,69,PM25,SEDANG
2021-03-27,DKI1 (Bunderan HI),53,71,29,13,18,33,71,PM25,SEDANG
2021-03-28,DKI1 (Bunderan HI),54,75,20,15,31,31,75,PM25,SEDANG
2021-03-29,DKI1 (Bunderan HI),55,77,19,19,21,37,77,PM25,SEDANG
2021-03-30,DKI1 (Bunderan HI),53,69,24,15,14,30,69,PM25,SEDANG
2021-03-31,DKI1 (Bunderan HI),43,57,22,13,15,23,57,PM25,SEDANG
2021-03-01,DKI2 (Kelapa Gading),48,66,45,13,38,18,66,PM25,SEDANG
2021-03-02,DKI2 (Kelapa Gading),55,61,50,12,53,21,61,PM25,SEDANG
2021-03-03,DKI2 (Kelapa Gading),59,76,46,19,50,30,76,PM25,SEDANG
2021-03-04,DKI2 (Kelapa Gading),56,79,45,16,49,28,79,PM25,SEDANG
2021-03-05,DKI2 (Kelapa Gading),65,81,54,16,59,26,81,PM25,SEDANG
2021-03-06,DKI2 (Kelapa Gading),71,89,59,23,52,31,89,PM25,SEDANG
2021-03-07,DKI2 (Kelapa Gading),60,84,29,23,51,27,84,PM25,SEDANG
2021-03-08,DKI2 (Kelapa Gading),52,65,28,16,41,15,65,PM25,SEDANG
2021-03-09,DKI2 (Kelapa Gading),51,55,27,13,33,15,55,PM25,SEDANG
2021-03-10,DKI2 (Kelapa Gading),56,81,42,21,42,26,81,PM25,SEDANG
2021-03-11,DKI2 (Kelapa Gading),38,50,26,9,43,9,50,PM25,BAIK
2021-03-12,DKI2 (Kelapa Gading),51,60,27,12,45,19,60,PM25,SEDANG
2021-03-13,DKI2 (Kelapa Gading),40,58,29,11,41,16,58,PM25,SEDANG
2021-03-14,DKI2 (Kelapa Gading),50,62,27,12,37,15,62,PM25,SEDANG
2021-03-15,DKI2 (Kelapa Gading),51,72,33,15,49,19,72,PM25,SEDANG
2021-03-16,DKI2 (Kelapa Gading),67,89,41,13,57,25,89,PM25,SEDANG
2021-03-17,DKI2 (Kelapa Gading),78,107,55,20,53,41,107,PM25,TIDAK SEHAT
2021-03-18,DKI2 (Kelapa Gading),78,115,43,14,74,23,115,PM25,TIDAK SEHAT
2021-03-19,DKI2 (Kelapa Gading),73,93,39,13,59,26,93,PM25,SEDANG
2021-03-20,DKI2 (Kelapa Gading),61,94,41,15,56,24,94,PM25,SEDANG
2021-03-21,DKI2 (Kelapa Gading),47,58,29,11,51,14,58,PM25,SEDANG
2021-03-22,DKI2 (Kelapa Gading),45,67,30,13,43,17,67,PM25,SEDANG
2021-03-23,DKI2 (Kelapa Gading),48,55,30,9,44,11,55,PM25,SEDANG
2021-03-24,DKI2 (Kelapa Gading),33,57,27,11,37,8,57,PM25,SEDANG
2021-03-25,DKI2 (Kelapa Gading),36,53,29,9,41,13,53,PM25,SEDANG
2021-03-26,DKI2 (Kelapa Gading),57,77,35,18,53,21,77,PM25,SEDANG
2021-03-27,DKI2 (Kelapa Gading),62,83,49,12,63,19,83,PM25,SEDANG
2021-03-28,DKI2 (Kelapa Gading),57,76,43,15,71,18,76,PM25,SEDANG
2021-03-29,DKI2 (Kelapa Gading),65,88,48,18,67,25,88,PM25,SEDANG
2021-03-30,DKI2 (Kelapa Gading),53,68,34,13,55,17,68,PM25,SEDANG
2021-03-31,DKI2 (Kelapa Gading),39,58,30,12,48,18,58,PM25,SEDANG
2021-03-01,DKI3 (Jagakarsa),62,97,28,13,21,14,97,PM25,SEDANG
2021-03-02,DKI3 (Jagakarsa),54,71,26,13,41,14,71,PM25,SEDANG
2021-03-03,DKI3 (Jagakarsa),57,83,27,18,38,20,83,PM25,SEDANG
2021-03-04,DKI3 (Jagakarsa),56,77,29,13,28,19,77,PM25,SEDANG
2021-03-05,DKI3 (Jagakarsa),54,77,31,11,39,20,77,PM25,SEDANG
2021-03-06,DKI3 (Jagakarsa),54,80,27,17,34,18,80,PM25,SEDANG
2021-03-07,DKI3 (Jagakarsa),64,93,28,18,31,19,93,PM25,SEDANG
2021-03-08,DKI3 (Jagakarsa),53,77,28,11,18,10,77,PM25,SEDANG
2021-03-09,DKI3 (Jagakarsa),41,63,30,7,19,10,63,PM25,SEDANG
2021-03-10,DKI3 (Jagakarsa),60,89,28,14,25,14,89,PM25,SEDANG
2021-03-11,DKI3 (Jagakarsa),29,52,26,7,28,11,52,PM25,SEDANG
2021-03-12,DKI3 (Jagakarsa),66,99,29,13,29,15,99,PM25,SEDANG
2021-03-13,DKI3 (Jagakarsa),53,72,29,7,23,9,72,PM25,SEDANG
2021-03-14,DKI3 (Jagakarsa),52,73,28,10,16,10,73,PM25,SEDANG
2021-03-15,DKI3 (Jagakarsa),51,76,28,9,25,10,76,PM25,SEDANG
2021-03-16,DKI3 (Jagakarsa),59,88,40,8,41,18,88,PM25,SEDANG
2021-03-17,DKI3 (Jagakarsa),71,106,32,11,39,19,106,PM25,TIDAK SEHAT
2021-03-18,DKI3 (Jagakarsa),61,99,35,7,42,18,99,PM25,SEDANG
2021-03-19,DKI3 (Jagakarsa),59,87,33,7,39,14,87,PM25,SEDANG
2021-03-20,DKI3 (Jagakarsa),65,106,31,12,45,17,106,PM25,TIDAK SEHAT
2021-03-21,DKI3 (Jagakarsa),81,118,27,15,37,16,118,PM25,TIDAK SEHAT
2021-03-22,DKI3 (Jagakarsa),62,93,26,15,36,10,93,PM25,SEDANG
2021-03-23,DKI3 (Jagakarsa),51,77,26,9,27,8,77,PM25,SEDANG
2021-03-24,DKI3 (Jagakarsa),43,64,26,6,27,8,64,PM25,SEDANG
2021-03-25,DKI3 (Jagakarsa),38,62,26,7,28,9,62,PM25,SEDANG
2021-03-26,DKI3 (Jagakarsa),55,79,27,13,39,11,79,PM25,SEDANG
2021-03-27,DKI3 (Jagakarsa),51,73,30,11,56,19,73,PM25,SEDANG
2021-03-28,DKI3 (Jagakarsa),47,63,27,10,43,17,63,PM25,SEDANG
2021-03-29,DKI3 (Jagakarsa),51,19,26,14,48,21,51,PM10,SEDANG
2021-03-30,DKI3 (Jagakarsa),59,24,29,10,33,20,59,PM10,SEDANG
2021-03-31,DKI3 (Jagakarsa),56,22,12,18,32,25,56,PM10,SEDANG
2021-03-01,DKI4 (Lubang Buaya),56,96,40,13,19,9,96,PM25,SEDANG
2021-03-02,DKI4 (Lubang Buaya),46,81,39,17,29,14,81,PM25,SEDANG
2021-03-03,DKI4 (Lubang Buaya),52,---,41,19,31,14,52,PM10,SEDANG
2021-03-04,DKI4 (Lubang Buaya),62,103,40,19,33,11,103,PM25,TIDAK SEHAT
2021-03-05,DKI4 (Lubang Buaya),51,79,40,14,32,13,79,PM25,SEDANG
2021-03-06,DKI4 (Lubang Buaya),61,95,40,22,32,13,95,PM25,SEDANG
2021-03-07,DKI4 (Lubang Buaya),60,102,41,23,34,14,102,PM25,TIDAK SEHAT
2021-03-08,DKI4 (Lubang Buaya),58,81,40,16,19,6,81,PM25,SEDANG
2021-03-09,DKI4 (Lubang Buaya),24,55,41,10,18,8,55,PM25,SEDANG
2021-03-10,DKI4 (Lubang Buaya),56,89,40,21,21,12,89,PM25,SEDANG
2021-03-11,DKI4 (Lubang Buaya),28,53,39,9,25,9,53,PM25,SEDANG
2021-03-12,DKI4 (Lubang Buaya),53,83,41,19,22,13,83,PM25,SEDANG
2021-03-13,DKI4 (Lubang Buaya),37,69,41,10,20,9,69,PM25,SEDANG
2021-03-14,DKI4 (Lubang Buaya),40,68,41,16,14,9,68,PM25,SEDANG
2021-03-15,DKI4 (Lubang Buaya),37,77,42,14,24,12,77,PM25,SEDANG
2021-03-16,DKI4 (Lubang Buaya),57,101,46,13,37,18,101,PM25,TIDAK SEHAT
2021-03-17,DKI4 (Lubang Buaya),68,123,43,20,37,14,123,PM25,TIDAK SEHAT
2021-03-18,DKI4 (Lubang Buaya),68,125,45,16,37,22,125,PM25,TIDAK SEHAT
2021-03-19,DKI4 (Lubang Buaya),57,91,42,12,42,15,91,PM25,SEDANG
2021-03-20,DKI4 (Lubang Buaya),55,98,44,12,38,18,98,PM25,SEDANG
2021-03-21,DKI4 (Lubang Buaya),57,85,41,16,22,17,85,PM25,SEDANG
2021-03-22,DKI4 (Lubang Buaya),52,78,41,15,20,11,78,PM25,SEDANG
2021-03-23,DKI4 (Lubang Buaya),38,62,41,8,12,7,62,PM25,SEDANG
2021-03-24,DKI4 (Lubang Buaya),30,55,40,7,13,9,55,PM25,SEDANG
2021-03-25,DKI4 (Lubang Buaya),36,68,41,8,19,12,68,PM25,SEDANG
2021-03-26,DKI4 (Lubang Buaya),52,83,42,17,31,16,83,PM25,SEDANG
2021-03-27,DKI4 (Lubang Buaya),58,91,43,13,35,20,91,PM25,SEDANG
2021-03-28,DKI4 (Lubang Buaya),50,75,41,14,37,16,75,PM25,SEDANG
2021-03-29,DKI4 (Lubang Buaya),54,84,41,18,35,19,84,PM25,SEDANG
2021-03-30,DKI4 (Lubang Buaya),41,76,42,14,21,25,76,PM25,SEDANG
2021-03-31,DKI4 (Lubang Buaya),48,69,43,12,25,18,69,PM25,SEDANG
2021-03-01,DKI5 (Kebon Jeruk) Jakarta Barat,29,60,23,7,16,12,60,PM25,SEDANG
2021-03-02,DKI5 (Kebon Jeruk) Jakarta Barat,35,65,23,11,22,17,65,PM25,SEDANG
2021-03-03,DKI5 (Kebon Jeruk) Jakarta Barat,49,79,24,13,20,21,79,PM25,SEDANG
2021-03-04,DKI5 (Kebon Jeruk) Jakarta Barat,---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-03-05,DKI5 (Kebon Jeruk) Jakarta Barat,43,75,26,14,20,28,75,PM25,SEDANG
2021-03-06,DKI5 (Kebon Jeruk) Jakarta Barat,53,88,25,25,16,42,88,PM25,SEDANG
2021-03-07,DKI5 (Kebon Jeruk) Jakarta Barat,59,103,30,18,22,26,103,PM25,TIDAK SEHAT
2021-03-08,DKI5 (Kebon Jeruk) Jakarta Barat,45,67,27,12,11,22,67,PM25,SEDANG
2021-03-09,DKI5 (Kebon Jeruk) Jakarta Barat,35,62,31,7,12,16,62,PM25,SEDANG
2021-03-10,DKI5 (Kebon Jeruk) Jakarta Barat,53,91,27,21,17,39,91,PM25,SEDANG
2021-03-11,DKI5 (Kebon Jeruk) Jakarta Barat,---,41,20,5,22,8,41,PM25,BAIK
2021-03-12,DKI5 (Kebon Jeruk) Jakarta Barat,---,70,32,10,20,17,70,PM25,SEDANG
2021-03-13,DKI5 (Kebon Jeruk) Jakarta Barat,35,62,33,6,19,10,62,PM25,SEDANG
2021-03-14,DKI5 (Kebon Jeruk) Jakarta Barat,44,72,27,11,13,21,72,PM25,SEDANG
2021-03-15,DKI5 (Kebon Jeruk) Jakarta Barat,55,92,34,17,18,33,92,PM25,SEDANG
2021-03-16,DKI5 (Kebon Jeruk) Jakarta Barat,54,87,40,11,28,18,87,PM25,SEDANG
2021-03-17,DKI5 (Kebon Jeruk) Jakarta Barat,65,117,31,17,28,32,117,PM25,TIDAK SEHAT
2021-03-18,DKI5 (Kebon Jeruk) Jakarta Barat,62,107,40,11,34,17,107,PM25,TIDAK SEHAT
2021-03-19,DKI5 (Kebon Jeruk) Jakarta Barat,58,96,35,10,33,16,96,PM25,SEDANG
